ID	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	LS	MD	NN	NNS	NNP	NNPS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	label
gossipcop-2277402152	4	1	13	1	0	19	6	0	0	0	1	19	5	13	3	0	1	19	6	10	0	0	1	0	5	2	9	15	2	3	4	1	0	0	0	0	fake
gossipcop-2280130912	21	3	31	0	0	47	21	2	2	0	7	53	15	18	1	0	2	27	11	22	0	1	2	0	17	0	24	28	7	10	9	5	1	1	0	4	fake
gossipcop-2283875293	17	16	30	0	0	68	44	0	7	0	2	61	26	45	0	1	8	30	16	32	0	0	2	0	14	0	19	4	13	18	18	28	0	3	0	2	fake
gossipcop-2285523495	11	13	37	0	0	45	18	1	0	0	1	68	21	51	0	0	6	12	10	11	1	0	1	0	18	0	16	13	19	15	3	11	0	1	0	1	fake
gossipcop-2287631382	37	9	86	1	0	92	69	1	2	0	6	108	40	104	0	1	11	44	28	44	0	0	5	0	19	0	19	65	19	19	8	19	2	5	0	3	fake
gossipcop-2292535250	4	10	23	2	0	30	11	0	0	0	5	41	3	24	0	0	7	22	7	18	0	0	0	0	5	2	14	21	9	4	6	6	2	4	0	4	fake
gossipcop-2294122233	12	16	39	0	0	52	31	1	0	0	1	79	39	39	1	0	5	4	29	27	0	0	3	0	13	1	31	2	19	5	9	5	0	1	0	1	fake
gossipcop-2299557143	0	3	6	0	0	6	3	0	0	0	0	8	2	5	0	0	2	4	0	2	0	0	0	0	3	0	1	3	0	1	1	2	0	0	0	1	fake
gossipcop-2301664029	11	5	23	0	1	46	13	1	2	0	6	59	13	36	1	0	1	18	12	25	3	0	3	0	8	0	11	10	9	8	3	23	1	1	0	2	fake
gossipcop-2303457681	13	21	56	0	0	55	43	1	0	0	8	89	19	58	0	0	7	30	5	35	3	0	3	0	6	2	16	13	10	20	12	15	2	3	0	2	fake
gossipcop-2309589427	102	370	324	0	6	497	260	4	18	0	4	574	109	684	10	1	48	91	84	90	2	5	5	0	41	0	50	209	62	82	10	44	13	20	2	8	fake
gossipcop-2311443163	8	8	23	0	0	24	13	1	1	0	2	41	9	22	0	0	4	10	11	18	0	0	3	0	9	0	6	8	3	3	0	19	2	1	0	2	fake
gossipcop-2311657471	20	13	90	1	0	105	50	1	2	0	4	102	28	91	3	2	7	66	10	56	2	1	5	0	23	0	30	55	27	15	12	25	2	5	0	12	fake
gossipcop-2315745010	12	7	43	2	2	65	27	1	1	0	1	67	13	46	0	0	3	27	17	36	0	0	1	0	15	0	16	26	14	16	8	26	8	0	0	3	fake
gossipcop-2316846257	93	241	241	0	1	393	163	2	0	0	8	491	97	525	7	0	61	76	52	47	1	2	4	0	46	1	46	150	51	87	12	41	14	2	0	8	fake
gossipcop-2317778987	9	8	39	2	0	34	20	0	1	0	4	56	4	45	2	2	4	31	6	21	0	0	4	0	12	0	20	4	10	12	8	32	0	4	0	2	fake
gossipcop-2320729409	18	4	33	1	0	34	18	1	1	0	0	55	16	43	1	0	2	11	10	11	2	0	5	0	9	0	4	28	13	10	6	6	0	2	0	1	fake
gossipcop-2325058991	3	14	15	0	0	16	16	1	0	0	3	21	8	29	0	0	4	11	3	10	2	0	2	0	2	0	8	14	3	2	3	4	3	1	0	4	fake
gossipcop-2326214787	15	9	36	0	0	33	19	6	0	0	13	32	10	22	0	0	1	23	3	25	1	0	0	0	10	1	25	4	8	4	8	9	1	1	0	1	fake
gossipcop-2327450039	9	7	31	0	0	62	13	1	0	0	6	51	13	77	1	0	2	10	14	17	1	0	0	0	10	0	9	13	13	10	1	12	0	0	0	2	fake
gossipcop-2330654892	1	0	3	0	0	2	1	0	0	0	0	5	0	4	0	0	1	2	1	3	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	fake
gossipcop-2332731598	17	8	47	0	6	74	21	2	1	0	5	94	23	69	1	0	6	29	14	37	3	0	3	0	15	0	20	41	22	11	10	6	2	5	0	3	fake
gossipcop-2333766473	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	fake
gossipcop-2335021732	12	1	20	0	0	32	9	0	1	0	1	31	7	46	3	0	6	30	3	9	1	0	3	0	6	0	7	26	9	5	5	3	0	1	0	2	fake
gossipcop-2336869197	9	4	29	0	0	43	21	2	1	0	4	35	5	32	0	0	2	14	3	20	1	0	5	0	3	1	6	17	5	7	0	9	0	0	0	3	fake
gossipcop-2341104097	16	10	33	0	0	39	23	1	0	0	3	58	8	78	0	0	4	16	11	24	1	1	3	0	9	0	8	14	13	17	7	17	1	1	0	2	fake
gossipcop-2343200806	32	21	55	0	1	53	22	2	1	0	3	71	21	68	0	0	1	20	16	34	1	0	4	0	17	0	19	29	6	17	14	22	1	5	0	4	fake
gossipcop-2343299673	19	4	36	0	0	47	29	3	0	0	2	48	31	24	0	0	1	27	16	43	0	0	0	0	12	0	14	6	17	16	12	29	1	1	0	1	fake
gossipcop-2346813694	18	8	31	2	1	71	27	3	1	0	3	56	19	81	3	0	10	12	16	25	2	1	1	0	8	0	8	17	16	17	8	16	2	0	0	1	fake
gossipcop-2351174301	4	2	13	0	0	20	7	3	1	0	0	18	8	32	2	0	2	5	4	9	0	0	1	0	8	1	4	6	4	5	4	2	0	1	0	0	fake
gossipcop-2362638360	1	0	2	0	0	4	1	0	0	0	3	8	0	0	0	0	0	3	2	3	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	fake
gossipcop-2365780434	316	882	898	3	19	1182	655	8	53	3	8	1289	369	1553	34	0	92	186	71	205	7	10	7	1	148	2	112	403	196	179	34	139	42	13	3	11	fake
gossipcop-2365987922	17	3	39	3	0	33	25	3	0	0	7	57	17	23	0	0	1	21	10	23	1	0	0	0	9	0	16	3	2	2	10	24	6	2	0	2	fake
gossipcop-2366012895	10	6	25	0	0	31	13	2	0	0	8	39	13	18	0	0	1	18	10	5	0	0	1	0	11	0	15	1	6	8	5	13	0	0	0	3	fake
gossipcop-2375563556	11	5	30	1	1	28	31	4	2	0	8	34	21	30	0	0	5	26	14	18	0	0	3	0	12	1	22	11	13	4	1	20	1	0	0	0	fake
gossipcop-2377360127	17	14	34	1	0	52	22	0	1	0	5	63	11	73	0	0	16	17	10	24	1	0	1	0	13	0	19	26	7	5	4	6	4	2	0	1	fake
gossipcop-2384909612	23	37	35	1	0	63	30	3	0	0	0	62	19	196	10	0	3	11	13	17	3	0	3	0	3	0	14	0	9	6	12	14	0	2	0	1	fake
gossipcop-2388806885	144	120	309	4	0	480	238	7	5	0	25	520	174	373	2	4	45	229	97	166	5	1	13	0	93	1	111	237	109	105	56	107	10	15	0	28	fake
gossipcop-2389711269	11	4	47	1	0	55	21	1	0	0	4	56	16	76	5	0	3	10	2	29	0	0	3	0	9	0	10	20	21	8	7	19	2	0	0	1	fake
gossipcop-2389938114	12	6	20	0	0	35	16	1	4	0	15	47	4	67	1	0	6	10	10	14	0	0	1	0	8	1	20	7	9	1	2	3	0	1	0	2	fake
gossipcop-2394847363	5	3	7	0	0	13	4	0	0	0	2	15	5	10	1	0	1	5	4	3	0	0	3	0	4	0	5	6	1	6	1	4	0	1	0	1	fake
gossipcop-2399257972	22	13	53	2	0	71	30	1	1	0	9	66	17	39	0	0	0	50	9	40	0	0	12	0	13	0	22	18	22	10	13	41	3	4	0	4	fake
gossipcop-2401725141	8	2	35	0	0	31	12	2	0	0	7	53	7	42	1	0	4	27	4	20	0	0	0	0	15	1	19	11	14	8	9	11	1	1	0	2	fake
gossipcop-2405182303	3	3	15	0	0	24	6	0	1	0	1	24	10	38	0	1	2	11	5	6	1	0	0	0	14	0	17	6	5	2	5	5	0	0	0	1	fake
gossipcop-2406635871	21	6	23	1	0	28	15	1	1	0	4	32	17	38	1	0	5	23	6	27	0	0	5	2	5	1	9	17	12	12	5	12	1	1	0	1	fake
gossipcop-2408301637	2	0	7	0	0	19	7	0	0	0	0	19	4	14	0	0	1	3	4	9	0	0	0	0	3	0	1	1	3	2	4	4	0	0	0	0	fake
gossipcop-2409092017	53	13	135	1	1	144	91	4	5	0	5	160	57	79	0	2	12	45	16	56	1	0	10	0	29	0	30	8	23	41	23	49	7	6	0	4	fake
gossipcop-2409856306	33	12	49	0	0	99	29	2	0	0	8	93	32	95	5	0	7	31	37	31	0	0	3	0	28	0	22	25	30	18	10	39	2	4	1	9	fake
gossipcop-2414287507	19	11	38	3	1	52	20	0	0	0	7	44	20	37	0	0	4	41	9	40	0	0	1	0	19	0	27	30	9	9	2	26	2	1	0	2	fake
gossipcop-2415967432	4	0	16	0	0	20	12	0	2	0	1	21	1	33	0	1	4	12	5	11	0	0	1	0	5	0	8	7	2	0	3	9	0	1	0	3	fake
gossipcop-2418065637	23	141	44	1	0	47	25	0	5	0	2	61	23	367	14	1	17	24	9	21	0	0	0	0	5	1	14	2	10	9	7	22	0	1	0	4	fake
gossipcop-2419841037	5	7	48	1	0	41	25	1	0	0	6	65	10	36	0	0	7	18	3	18	0	0	1	0	11	0	17	14	11	9	7	23	2	4	0	1	fake
gossipcop-2420429687	17	6	24	0	0	32	13	1	1	0	1	43	12	28	0	0	1	14	8	23	0	0	1	0	10	0	7	12	4	11	12	8	0	3	0	0	fake
gossipcop-242084790	12	2	22	1	0	26	12	0	1	0	3	31	5	21	1	0	3	15	8	8	0	0	1	1	6	0	7	7	9	6	6	16	2	3	0	0	fake
gossipcop-2421920838	16	5	36	1	0	71	37	1	0	0	6	72	14	96	3	0	9	21	28	46	0	1	3	0	27	0	30	19	15	22	8	28	2	3	0	6	fake
gossipcop-2422935746	21	16	34	3	2	55	31	1	0	0	1	56	18	75	2	0	3	9	9	17	0	0	6	2	11	3	7	23	28	10	7	11	1	1	0	2	fake
gossipcop-2425399472	12	2	25	0	0	32	20	2	0	0	0	34	10	19	0	0	4	22	14	23	0	0	2	0	12	0	7	6	18	12	4	25	0	2	0	0	fake
gossipcop-2429826373	9	6	37	1	0	45	17	1	3	0	2	33	20	33	2	1	2	6	6	18	0	1	1	0	7	1	10	7	10	13	13	12	5	2	0	0	fake
gossipcop-2433981481	19	6	50	0	0	48	29	1	1	0	6	45	29	40	0	2	3	21	4	17	0	0	4	0	11	2	18	6	18	12	17	29	0	2	0	2	fake
gossipcop-2435526162	3	5	18	0	0	23	18	1	0	0	2	22	5	10	0	0	0	9	4	15	0	0	0	0	6	0	6	1	6	3	3	10	1	2	0	1	fake
gossipcop-2442366113	12	2	24	0	0	33	16	1	2	0	5	50	10	27	0	0	8	25	11	27	0	0	5	0	18	0	22	3	16	6	3	26	1	1	0	2	fake
gossipcop-2443258010	17	4	20	1	2	35	21	0	0	0	5	34	14	32	0	0	2	15	8	32	0	0	2	0	13	1	18	6	9	10	6	13	1	0	0	0	fake
gossipcop-2446217151	2	3	11	0	0	16	5	1	0	0	1	24	7	16	0	0	0	2	3	5	0	0	0	0	3	0	2	3	5	3	5	4	0	0	0	0	fake
gossipcop-2455582157	10	10	49	1	0	53	28	1	0	0	2	54	24	64	0	0	4	7	7	15	0	2	0	0	9	0	8	13	11	14	2	12	4	1	0	2	fake
gossipcop-2459545786	31	17	98	1	1	102	56	3	0	0	10	135	44	97	8	1	5	38	28	47	2	1	6	0	30	1	38	38	17	23	12	33	9	6	1	4	fake
gossipcop-2461397585	5	5	10	0	0	12	3	0	0	0	3	16	9	16	0	1	1	7	3	10	0	0	1	0	9	0	10	4	5	3	4	2	0	1	0	0	fake
gossipcop-246415674	13	5	38	1	0	44	24	0	0	0	5	53	18	52	0	1	9	16	11	14	1	0	3	0	16	0	23	27	10	6	3	11	1	2	0	0	fake
gossipcop-2465874790	33	10	75	0	0	126	61	2	3	4	17	128	23	74	1	1	7	99	38	76	2	0	7	0	26	0	41	19	41	19	47	58	4	5	0	11	fake
gossipcop-2468376756	32	14	82	5	0	105	76	1	0	0	9	119	44	46	0	0	1	54	17	83	0	0	6	0	26	2	30	41	31	31	20	38	6	6	0	10	fake
gossipcop-2469835068	11	5	34	1	0	46	19	2	1	0	2	35	15	47	0	0	1	8	9	19	0	0	3	0	8	0	5	15	8	9	4	11	0	0	0	1	fake
gossipcop-2472082245	10	5	69	2	0	64	34	1	0	0	7	107	27	33	0	0	0	17	5	15	0	0	0	0	19	0	21	26	14	21	3	5	0	1	0	1	fake
gossipcop-2475893366	9	8	13	0	0	23	11	0	0	0	1	27	17	30	0	0	5	3	3	5	0	0	0	0	7	0	6	4	4	8	3	4	1	0	0	0	fake
gossipcop-2480559335	4	0	8	0	1	4	0	0	1	0	0	8	0	3	0	0	1	6	1	8	0	0	3	0	1	0	5	4	5	1	3	5	0	2	0	1	fake
gossipcop-2485085069	14	15	31	0	0	39	17	0	2	0	0	51	9	61	2	0	5	12	11	6	0	0	1	0	4	0	2	25	6	5	1	4	1	2	0	1	fake
gossipcop-2486264114	24	18	86	2	0	94	52	3	6	0	5	116	29	89	10	0	13	26	24	28	0	2	2	0	22	0	20	46	17	11	6	7	2	3	0	3	fake
gossipcop-2488404802	14	9	32	0	1	43	22	1	2	0	4	62	17	60	1	0	5	11	13	7	2	0	3	0	15	0	17	19	11	12	3	18	2	0	0	2	fake
gossipcop-2490475291	6	7	37	1	0	35	20	1	1	0	0	59	10	21	0	0	2	15	13	16	0	0	5	0	5	1	6	32	17	4	2	3	0	2	0	1	fake
gossipcop-2491359601	8	2	20	1	0	26	19	0	0	0	0	31	10	19	1	0	2	13	6	23	0	0	0	0	5	0	5	15	5	7	3	9	2	3	0	0	fake
gossipcop-2493253446	7	1	18	0	0	11	5	0	0	0	2	26	12	10	1	0	4	2	2	5	0	0	0	0	3	1	7	0	5	2	2	7	0	1	0	0	fake
gossipcop-2493749932	32	9	57	1	0	72	31	1	2	0	5	89	22	90	2	0	9	31	20	41	0	0	1	0	14	0	15	44	14	20	11	14	0	4	0	2	fake
gossipcop-2495820451	6	3	13	0	0	22	12	1	1	0	0	30	4	18	0	0	2	8	5	7	0	0	0	0	5	0	4	6	5	5	7	6	2	2	0	0	fake
gossipcop-2497898226	13	0	25	0	0	22	24	0	0	0	1	40	6	9	0	0	1	14	3	11	0	0	0	0	4	0	3	12	3	5	4	9	2	3	1	3	fake
gossipcop-2499277246	50	32	148	5	0	161	133	6	3	0	17	227	81	110	1	1	13	108	37	100	2	0	10	0	24	1	43	52	33	27	51	80	5	16	1	14	fake
gossipcop-2499994250	6	5	14	0	0	10	12	1	1	0	1	18	3	11	0	0	1	10	3	7	1	0	0	0	4	0	4	6	3	2	3	5	0	1	0	2	fake
gossipcop-2502492072	13	3	33	1	0	59	18	0	0	0	11	48	17	27	0	0	4	42	17	33	1	0	0	0	10	2	25	4	22	10	10	31	0	6	0	3	fake
gossipcop-2504208932	0	0	1	0	0	1	0	1	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	fake
gossipcop-2504785566	38	12	72	3	0	103	94	5	1	0	17	157	41	76	0	1	6	62	33	62	8	0	3	0	24	1	59	37	20	12	18	30	3	1	1	5	fake
gossipcop-2509430407	13	14	42	0	2	44	21	0	0	0	8	67	15	54	0	0	6	33	16	26	0	0	2	0	17	1	23	22	18	5	10	21	3	0	0	5	fake
gossipcop-2511047593	24	19	52	0	4	75	26	1	0	0	4	81	22	64	0	0	1	21	17	25	1	1	6	0	17	0	21	18	18	24	5	28	2	3	0	3	fake
gossipcop-2514104692	2	2	7	0	0	11	11	0	1	0	0	8	7	22	0	0	1	3	1	4	0	0	2	0	3	0	1	5	4	1	2	3	0	0	0	0	fake
gossipcop-2516712786	26	12	126	1	0	146	149	6	1	0	15	216	77	78	15	0	4	26	16	46	4	3	4	0	35	0	38	35	27	28	22	39	7	3	1	4	fake
gossipcop-2517493842	13	11	31	0	1	46	33	1	1	0	6	51	9	57	0	0	0	20	6	25	3	2	0	2	13	0	28	5	6	6	5	12	2	1	0	0	fake
gossipcop-2518380754	10	2	20	0	0	18	19	1	0	0	2	29	6	24	0	0	2	9	3	9	0	0	1	0	4	0	3	9	5	7	5	8	1	2	0	1	fake
gossipcop-2526600945	55	39	192	3	13	259	102	1	2	0	13	250	57	222	14	10	21	218	64	153	4	2	23	6	55	1	80	99	54	46	73	122	8	14	0	24	fake
gossipcop-2526708994	7	8	21	1	1	36	18	2	0	0	6	30	8	37	0	0	3	18	5	18	0	0	3	1	4	0	12	12	7	7	7	12	0	1	0	2	fake
gossipcop-2527097857	200	65	459	20	1	616	330	12	12	0	43	653	210	317	2	4	27	523	110	334	6	3	39	0	130	10	163	300	100	120	131	245	21	45	0	52	fake
gossipcop-2527896655	6	1	25	0	0	30	22	0	2	0	3	44	11	47	1	0	11	6	6	23	1	0	1	1	8	0	16	5	7	4	2	14	0	1	0	1	fake
gossipcop-2528628961	8	3	14	1	0	22	18	0	0	0	3	20	7	17	0	0	0	20	2	17	0	0	3	0	4	1	8	7	3	5	4	10	3	2	0	0	fake
gossipcop-2530086995	13	10	24	1	0	29	20	1	1	0	1	36	13	35	0	0	1	29	7	13	0	0	2	0	8	0	6	15	8	4	13	13	1	4	0	4	fake
gossipcop-2532233011	7	11	26	0	0	38	25	2	0	0	1	54	12	32	0	1	0	15	9	12	0	0	2	0	7	0	8	17	5	9	3	7	2	0	0	1	fake
gossipcop-2532348673	22	2	58	3	0	64	48	4	1	0	10	85	15	47	1	3	6	35	15	44	2	0	2	0	17	1	26	14	14	8	8	44	4	3	0	2	fake
gossipcop-2534782233	4	30	11	0	0	28	21	4	1	0	3	30	12	24	0	1	10	7	9	14	2	0	1	0	5	0	8	8	7	2	0	3	1	1	0	0	fake
gossipcop-2540145132	39	13	58	1	1	79	42	0	3	4	8	89	26	147	1	0	6	43	14	60	0	0	3	0	17	1	32	65	20	10	16	12	2	4	0	3	fake
gossipcop-2540748672	21	18	62	0	0	81	50	0	1	0	8	99	34	80	0	1	6	33	21	32	0	0	6	0	18	0	18	53	20	19	6	10	2	3	0	4	fake
gossipcop-254760936	15	7	46	0	1	67	29	0	0	0	4	72	17	66	8	0	4	23	12	30	1	0	3	0	17	0	12	31	9	22	5	13	0	4	1	7	fake
gossipcop-2548751922	4	1	13	0	0	13	9	0	0	0	2	24	3	24	0	0	3	3	5	10	0	0	0	0	6	0	7	7	3	3	1	4	0	0	0	0	fake
gossipcop-2549221755	34	3	64	3	0	103	48	1	3	4	25	105	61	7	0	0	1	122	30	53	1	2	3	1	28	0	83	37	23	11	42	22	2	14	0	13	fake
gossipcop-2550534910	7	5	24	0	0	23	22	0	1	0	5	34	9	40	0	0	2	24	10	14	0	0	3	0	5	0	9	16	8	5	13	4	1	1	0	1	fake
gossipcop-2555183019	20	39	36	0	11	64	30	1	1	0	17	110	28	117	3	3	3	31	18	27	0	0	0	0	15	1	19	31	12	6	9	5	1	1	0	1	fake
gossipcop-2558179704	17	9	36	0	0	46	25	0	0	0	3	44	22	52	0	0	3	7	5	20	0	1	2	0	12	0	13	9	17	12	10	15	5	0	0	0	fake
gossipcop-255832279	17	6	50	1	0	90	25	0	5	0	4	110	18	125	3	0	9	35	30	29	1	0	3	0	23	1	25	43	20	16	4	19	4	1	0	6	fake
gossipcop-2565429819	16	10	52	2	0	75	28	2	0	0	2	95	21	60	0	3	8	24	26	21	0	0	1	0	8	0	8	48	9	7	3	6	4	0	0	2	fake
gossipcop-2568949699	18	10	42	0	0	61	27	1	3	0	9	67	22	65	0	1	4	22	9	11	1	0	2	0	9	0	16	24	14	13	7	8	1	0	0	2	fake
gossipcop-2571986507	17	6	50	0	1	72	31	0	3	0	3	105	19	63	0	1	7	27	23	35	1	0	9	0	35	0	29	34	17	27	5	14	1	2	0	1	fake
gossipcop-2575149955	9	3	6	1	0	10	10	2	0	0	1	18	11	16	0	0	0	4	1	4	0	0	1	0	5	0	8	0	9	4	0	7	0	0	0	0	fake
gossipcop-2575330358	25	13	53	0	3	75	36	0	0	0	0	105	34	69	0	0	9	19	11	20	0	0	2	2	17	0	9	32	18	28	6	16	1	3	0	3	fake
gossipcop-2576522647	27	45	72	0	0	115	44	1	1	0	3	123	29	96	2	0	10	32	30	45	0	0	4	0	17	0	16	55	22	23	12	8	5	4	0	2	fake
gossipcop-257933786	10	2	38	1	1	43	14	0	0	0	4	47	14	28	0	0	1	24	10	28	0	0	5	0	13	0	18	9	10	13	2	26	2	0	0	7	fake
gossipcop-2582000806	13	2	46	1	0	35	20	0	0	0	1	59	9	60	0	0	6	14	9	23	0	1	0	0	16	0	10	27	9	11	3	15	2	1	0	0	fake
gossipcop-2582494606	16	8	36	0	2	70	26	0	0	0	11	56	15	38	0	0	3	42	11	41	0	0	2	0	12	0	28	16	12	14	3	28	1	2	0	3	fake
gossipcop-2587855270	311	726	804	3	2	1299	678	11	17	0	28	1503	417	1311	18	1	118	321	280	301	5	18	18	0	198	3	161	565	201	269	58	131	57	40	1	40	fake
gossipcop-2589181519	6	0	19	0	0	13	6	0	1	0	2	29	9	10	0	0	1	3	2	7	0	0	0	0	1	1	7	3	2	2	2	6	0	0	0	0	fake
gossipcop-2589300660	33	5	50	2	7	89	34	0	1	0	8	88	38	116	1	0	9	99	25	65	1	0	10	4	22	0	41	56	34	22	36	35	0	12	0	6	fake
gossipcop-259465146	8	3	34	2	0	42	20	2	0	0	0	49	10	22	1	0	0	17	6	16	0	0	2	0	10	0	9	24	10	11	3	14	1	3	0	3	fake
gossipcop-2594839473	11	11	60	1	0	72	33	0	0	0	8	105	28	56	0	1	9	20	6	23	0	0	2	0	11	0	16	23	7	23	5	5	3	3	0	0	fake
gossipcop-2595922573	20	6	44	1	2	51	35	1	0	0	2	81	16	59	0	0	1	19	22	33	0	1	3	0	18	1	17	25	14	12	5	15	1	2	0	1	fake
gossipcop-2598894593	2	0	4	0	0	6	1	0	0	0	2	5	2	0	0	0	0	7	2	2	0	0	0	0	3	0	4	1	0	1	4	0	0	0	0	1	fake
gossipcop-2599271422	14	6	22	1	0	30	14	2	0	0	0	45	12	31	0	0	2	12	14	7	2	0	1	0	1	0	7	12	8	7	3	8	0	2	0	0	fake
gossipcop-2605079092	5	0	10	0	0	7	3	0	0	0	2	15	9	2	0	0	1	2	1	4	0	0	0	0	1	1	5	0	2	1	1	3	0	0	0	0	fake
gossipcop-2617368190	12	6	44	5	0	60	20	0	1	0	9	54	12	44	2	0	6	15	8	18	2	0	1	0	9	0	16	11	8	8	8	15	1	1	0	1	fake
gossipcop-2618772795	9	6	42	2	1	48	27	4	0	0	5	61	27	46	1	0	3	30	15	12	1	0	4	0	15	1	19	18	10	7	15	17	1	0	0	3	fake
gossipcop-2619660126	59	170	167	0	1	234	84	7	7	1	10	260	107	305	4	0	13	43	26	49	2	0	7	0	34	0	45	120	42	47	10	0	13	6	0	3	fake
gossipcop-2623280525	14	5	35	0	0	51	33	0	2	0	5	63	11	67	1	1	12	15	11	21	0	0	4	0	12	0	16	12	17	6	6	16	0	0	0	4	fake
gossipcop-262378656	11	43	33	0	2	68	22	1	3	1	3	77	23	83	2	1	5	29	16	14	0	1	0	0	14	1	14	14	5	15	8	15	1	3	0	4	fake
gossipcop-262742935	8	14	26	0	0	40	16	0	1	0	4	43	21	22	0	1	1	24	1	16	0	0	3	0	8	0	10	13	10	6	5	16	3	1	0	0	fake
gossipcop-2627903132	16	33	44	0	0	56	35	0	4	0	0	79	22	65	3	0	5	23	21	10	0	1	3	1	10	1	5	11	10	14	4	24	2	1	0	2	fake
gossipcop-2628357669	13	12	22	0	0	29	19	0	0	0	5	47	8	42	0	0	2	18	9	16	0	1	4	3	6	0	12	18	8	4	9	2	1	0	0	2	fake
gossipcop-2629780527	6	1	15	0	0	15	10	0	3	0	0	19	5	14	0	0	2	5	0	1	0	0	0	0	5	0	5	5	1	0	0	4	0	1	0	0	fake
gossipcop-2634690154	27	19	64	0	2	82	57	1	2	0	7	108	24	111	0	0	11	34	18	64	1	1	9	0	16	1	22	46	17	24	19	27	3	4	0	5	fake
gossipcop-2634704496	5	3	35	0	1	31	16	0	0	0	2	49	8	29	0	0	1	10	8	7	4	0	2	0	8	0	7	13	3	9	1	6	2	0	0	0	fake
gossipcop-2635899873	12	7	19	0	0	32	20	2	0	0	5	27	13	45	0	0	3	19	8	28	0	0	3	0	8	0	11	14	6	6	8	18	1	2	1	2	fake
gossipcop-2637418294	11	6	24	0	0	29	20	1	1	0	7	41	10	73	2	0	2	1	0	8	1	0	0	0	3	0	8	3	4	3	3	4	1	5	0	0	fake
gossipcop-2645053513	10	10	32	1	0	33	26	1	2	0	3	53	13	65	1	0	3	28	9	24	0	0	0	0	7	6	17	15	5	7	9	21	2	3	0	3	fake
gossipcop-2648563760	18	8	44	1	0	63	35	1	0	0	3	78	12	76	0	0	12	17	7	20	2	0	5	0	12	0	17	10	12	13	7	22	1	1	0	0	fake
gossipcop-2656814899	14	4	61	0	0	54	40	0	0	0	6	84	18	42	0	1	6	11	13	10	0	0	2	0	12	0	18	25	9	12	1	8	6	2	0	0	fake
gossipcop-2658883454	22	51	40	0	0	63	49	1	2	0	9	100	29	223	4	0	12	15	14	14	1	1	0	0	20	0	21	14	10	14	12	18	2	4	0	4	fake
gossipcop-2661113454	3	2	19	0	0	20	9	0	1	0	5	24	6	13	0	1	3	9	3	19	1	0	0	0	6	0	12	6	6	3	2	6	2	0	0	0	fake
gossipcop-266203600	4	4	3	0	0	9	9	0	0	0	1	15	4	5	0	0	0	3	0	1	0	0	0	3	0	0	1	0	0	2	4	1	0	0	0	0	fake
gossipcop-2662154659	65	51	197	1	1	215	129	2	14	0	20	298	127	658	8	1	45	21	11	58	1	2	7	1	31	3	68	21	31	20	23	51	9	6	0	5	fake
gossipcop-2662977852	9	2	23	0	2	44	20	1	0	0	5	37	10	27	1	0	3	35	10	28	0	0	4	0	7	0	15	18	7	3	9	10	2	1	0	2	fake
gossipcop-2665407365	10	0	30	1	0	30	30	1	0	0	2	40	9	28	1	0	4	13	5	15	2	0	0	0	7	0	8	15	9	13	8	7	1	0	0	1	fake
gossipcop-2674343561	13	4	50	2	0	61	36	0	0	0	7	78	18	61	2	0	2	9	8	13	2	2	4	1	17	0	19	4	12	11	6	11	2	1	0	0	fake
gossipcop-2675721988	9	1	21	0	0	22	17	2	2	0	1	31	3	4	0	0	1	26	11	18	1	0	2	0	13	0	10	12	6	4	11	8	0	1	0	3	fake
gossipcop-2679027715	11	5	38	4	0	53	32	1	1	0	2	59	19	45	0	1	4	36	11	22	5	0	0	0	9	1	17	20	5	11	21	13	2	1	0	4	fake
gossipcop-2680204408	6	2	4	0	0	7	12	0	0	0	0	19	5	26	0	0	5	2	6	3	0	0	1	0	1	0	0	3	0	2	1	7	1	0	0	1	fake
gossipcop-2681102737	14	2	16	0	0	21	18	0	1	0	1	29	10	20	0	1	1	15	6	16	0	0	4	0	7	0	8	6	6	2	14	7	1	0	0	2	fake
gossipcop-2682199068	27	3	51	0	0	84	40	1	1	0	9	93	20	70	0	0	12	33	25	43	1	0	1	0	20	0	26	30	16	24	7	18	3	4	0	9	fake
gossipcop-2683046680	18	7	39	1	0	64	31	2	0	0	5	68	15	48	0	0	2	28	15	29	1	0	2	0	15	0	15	15	12	11	6	33	3	1	0	1	fake
gossipcop-2689700497	2	4	19	0	0	25	8	0	1	0	0	24	9	51	1	0	1	0	0	4	0	0	1	0	2	0	1	12	2	4	0	3	1	1	0	1	fake
gossipcop-2693868531	12	7	52	4	0	58	25	1	1	0	1	51	21	39	2	0	2	34	7	24	2	0	1	0	5	1	12	31	10	13	18	11	3	1	0	4	fake
gossipcop-269486470	34	11	94	0	0	103	64	3	2	0	8	141	35	67	0	0	11	59	26	42	2	1	2	0	39	0	44	35	20	17	20	33	7	4	0	2	fake
